Ma_TSN,Ten_TSN,type,Ma_toa_cha,Ten_toa_cha,Ma_SSN,Ten_SSN,Tinh
D01.58.15,"Tòa án nhân dân huyện Vĩnh Thuận, tỉnh Kiên Giang",OLD,D01.58,"Tòa án nhân dân tỉnh Kiên Giang",D01.120.06,"Tòa án nhân dân khu vực 6 - An Giang ","Tỉnh Kiên Giang"
D01.59.01,"Tòa án nhân dân thành phố Kon Tum, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.07,"Tòa án nhân dân khu vực 7 - Quảng Ngãi","Tỉnh Kon Tum"
D01.59.02,"Tòa án nhân dân huyện Đắk Glei, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.11,"Tòa án nhân dân khu vực 11 - Quảng Ngãi","Tỉnh Kon Tum"
D01.59.03,"Tòa án nhân dân huyện Đắk Hà, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.09,"Tòa án nhân dân khu vực 9 - Quảng Ngãi ","Tỉnh Kon Tum"
D01.59.04,"Tòa án nhân dân huyện Đắk Tô, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.09,"Tòa án nhân dân khu vực 9 - Quảng Ngãi ","Tỉnh Kon Tum"
D01.59.05,"Tòa án nhân dân huyện Ia H'Drai, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.08,"Tòa án nhân dân khu vực 8 - Quảng Ngãi ","Tỉnh Kon Tum"
D01.59.06,"Tòa án nhân dân huyện Kon Plông, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.10,"Tòa án nhân dân khu vực 10 - Quảng Ngãi","Tỉnh Kon Tum"
D01.59.07,"Tòa án nhân dân huyện Kon Rẫy, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.10,"Tòa án nhân dân khu vực 10 - Quảng Ngãi","Tỉnh Kon Tum"
D01.59.08,"Tòa án nhân dân huyện Ngọc Hồi, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.11,"Tòa án nhân dân khu vực 11 - Quảng Ngãi","Tỉnh Kon Tum"
D01.59.09,"Tòa án nhân dân huyện Sa Thầy, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.08,"Tòa án nhân dân khu vực 8 - Quảng Ngãi ","Tỉnh Kon Tum"
D01.59.10,"Tòa án nhân dân huyện Tu Mơ Rông, tỉnh Kon Tum",OLD,D01.59,"Tòa án nhân dân tỉnh Kon Tum",D01.145.09,"Tòa án nhân dân khu vực 9 - Quảng Ngãi ","Tỉnh Kon Tum"
D01.60.01,"Tòa án nhân dân thành phố Lai Châu, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.01,"Tòa án nhân dân khu vực 1 - Lai Châu","Tỉnh Lai Châu"
D01.60.02,"Tòa án nhân dân huyện Mường Tè, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.04,"Tòa án nhân dân khu vực 4 - Lai Châu","Tỉnh Lai Châu"
D01.60.03,"Tòa án nhân dân huyện Nậm Nhùn, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.04,"Tòa án nhân dân khu vực 4 - Lai Châu","Tỉnh Lai Châu"
D01.60.04,"Tòa án nhân dân huyện Phong Thổ, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.03,"Tòa án nhân dân khu vực 3 - Lai Châu","Tỉnh Lai Châu"
D01.60.05,"Tòa án nhân dân huyện Sìn Hồ, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.03,"Tòa án nhân dân khu vực 3 - Lai Châu","Tỉnh Lai Châu"
D01.60.06,"Tòa án nhân dân huyện Tam Đường, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.01,"Tòa án nhân dân khu vực 1 - Lai Châu","Tỉnh Lai Châu"
D01.60.08,"Tòa án nhân dân huyện Than Uyên, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.02,"Tòa án nhân dân khu vực 2 - Lai Châu","Tỉnh Lai Châu"
D01.61.01,"Tòa án nhân dân thành phố Đà Lạt, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.01,"Tòa án nhân dân khu vực 1 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.02,"Tòa án nhân dân thị xã Bảo Lộc, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.04,"Tòa án nhân dân khu vực 4 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.03,"Tòa án nhân dân huyện Bảo Lâm, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.04,"Tòa án nhân dân khu vực 4 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.04,"Tòa án nhân dân huyện Cát Tiên, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.05,"Tòa án nhân dân khu vực 5 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.05,"Tòa án nhân dân huyện Đạ Huoai, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.05,"Tòa án nhân dân khu vực 5 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.06,"Tòa án nhân dân huyện Đạ Tẻh, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.05,"Tòa án nhân dân khu vực 5 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.07,"Tòa án nhân dân huyện Đam Rông, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.03,"Tòa án nhân dân khu vực 3 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.08,"Tòa án nhân dân huyện Di Linh, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.04,"Tòa án nhân dân khu vực 4 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.09,"Tòa án nhân dân huyện Đơn Dương, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.02,"Tòa án nhân dân khu vực 2 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.10,"Tòa án nhân dân huyện Đức Trọng, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.02,"Tòa án nhân dân khu vực 2 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.11,"Tòa án nhân dân huyện Lạc Dương, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.01,"Tòa án nhân dân khu vực 1 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.61.12,"Tòa án nhân dân huyện Lâm Hà, tỉnh Lâm Đồng",OLD,D01.61,"Tòa án nhân dân tỉnh Lâm Đồng",D01.141.03,"Tòa án nhân dân khu vực 3 - Lâm Đồng","Tỉnh Lâm Đồng"
D01.62.01,"Tòa án nhân dân thành phố Lạng Sơn, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.01,"Tòa án nhân dân khu vực 1 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.02,"Tòa án nhân dân huyện Bắc Sơn, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.03,"Tòa án nhân dân khu vực 3 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.03,"Tòa án nhân dân huyện Bình Gia, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.03,"Tòa án nhân dân khu vực 3 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.04,"Tòa án nhân dân huyện Cao Lộc, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.01,"Tòa án nhân dân khu vực 1 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.05,"Tòa án nhân dân huyện Chi Lăng, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.04,"Tòa án nhân dân khu vực 4 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.06,"Tòa án nhân dân huyện Đình Lập, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.05,"Tòa án nhân dân khu vực 5 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.07,"Tòa án nhân dân huyện Hữu Lũng, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.04,"Tòa án nhân dân khu vực 4 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.08,"Tòa án nhân dân huyện Lộc Bình, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.05,"Tòa án nhân dân khu vực 5 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.09,"Tòa án nhân dân huyện Tràng Định, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.02,"Tòa án nhân dân khu vực 2 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.10,"Tòa án nhân dân huyện Văn Lãng, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.02,"Tòa án nhân dân khu vực 2 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.62.11,"Tòa án nhân dân huyện Văn Quan, tỉnh Lạng Sơn",OLD,D01.62,"Tòa án nhân dân tỉnh Lạng Sơn",D01.139.03,"Tòa án nhân dân khu vực 3 - Lạng Sơn","Tỉnh Lạng Sơn"
D01.63.01,"Tòa án nhân dân thành phố Lao Cai, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.06,"Tòa án nhân dân khu vực 6 - Lào Cai","Tỉnh Lào Cai"
D01.63.02,"Tòa án nhân dân huyện Bắc Hà, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.09,"Tòa án nhân dân khu vực 9 - Lào Cai","Tỉnh Lào Cai"
D01.63.03,"Tòa án nhân dân huyện Bảo Thắng, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.06,"Tòa án nhân dân khu vực 6 - Lào Cai","Tỉnh Lào Cai"
D01.63.04,"Tòa án nhân dân huyện Bảo Yên, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.08,"Tòa án nhân dân khu vực 8 - Lào Cai","Tỉnh Lào Cai"
D01.63.05,"Tòa án nhân dân huyện Bát Xát, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.07,"Tòa án nhân dân khu vực 7 - Lào Cai","Tỉnh Lào Cai"
D01.63.06,"Tòa án nhân dân huyện Mường Khương, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.09,"Tòa án nhân dân khu vực 9 - Lào Cai","Tỉnh Lào Cai"
D01.63.07,"Tòa án nhân dân huyện Sa Pa, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.07,"Tòa án nhân dân khu vực 7 - Lào Cai","Tỉnh Lào Cai"
D01.63.08,"Tòa án nhân dân huyện Si Ma Cai, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.09,"Tòa án nhân dân khu vực 9 - Lào Cai","Tỉnh Lào Cai"
D01.63.09,"Tòa án nhân dân huyện Văn Bàn, tỉnh Lào Cai",OLD,D01.63,"Tòa án nhân dân tỉnh Lào Cai",D01.140.08,"Tòa án nhân dân khu vực 8 - Lào Cai","Tỉnh Lào Cai"
D01.64.01,"Tòa án nhân dân thành phố Tân An, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.01,"Tòa án nhân dân khu vực 1 - Tây Ninh","Tỉnh Long An"
D01.64.02,"Tòa án nhân dân thị xã Kiến Tường, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.08,"Tòa án nhân dân khu vực 8 - Tây Ninh","Tỉnh Long An"
D01.64.03,"Tòa án nhân dân huyện Bến Lức, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.04,"Tòa án nhân dân khu vực 4 - Tây Ninh","Tỉnh Long An"
D01.64.04,"Tòa án nhân dân huyện Cần Đước, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.06,"Tòa án nhân dân khu vực 6 - Tây Ninh","Tỉnh Long An"
D01.64.05,"Tòa án nhân dân huyện Cần Giuộc, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.07,"Tòa án nhân dân khu vực 7 - Tây Ninh","Tỉnh Long An"
D01.64.06,"Tòa án nhân dân huyện Châu Thành, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.05,"Tòa án nhân dân khu vực 5 - Tây Ninh","Tỉnh Long An"
D01.64.07,"Tòa án nhân dân huyện Đức Hoà, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.03,"Tòa án nhân dân khu vực 3 - Tây Ninh","Tỉnh Long An"
D01.64.08,"Tòa án nhân dân huyện Đức Huệ, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.02,"Tòa án nhân dân khu vực 2 - Tây Ninh","Tỉnh Long An"
D01.64.09,"Tòa án nhân dân huyện Mộc Hoá, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.08,"Tòa án nhân dân khu vực 8 - Tây Ninh","Tỉnh Long An"
D01.64.10,"Tòa án nhân dân huyện Tân Hưng, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.09,"Tòa án nhân dân khu vực 9 - Tây Ninh","Tỉnh Long An"
D01.64.11,"Tòa án nhân dân huyện Tân Thạnh, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.02,"Tòa án nhân dân khu vực 2 - Tây Ninh","Tỉnh Long An"
D01.64.12,"Tòa án nhân dân huyện Tân Trụ, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.05,"Tòa án nhân dân khu vực 5 - Tây Ninh","Tỉnh Long An"
D01.64.13,"Tòa án nhân dân huyện Thạnh Hoá, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.02,"Tòa án nhân dân khu vực 2 - Tây Ninh","Tỉnh Long An"
D01.64.14,"Tòa án nhân dân huyện Thủ Thừa, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.01,"Tòa án nhân dân khu vực 1 - Tây Ninh","Tỉnh Long An"
D01.64.15,"Tòa án nhân dân huyện Vĩnh Hưng, tỉnh Long An",OLD,D01.64,"Tòa án nhân dân tỉnh Long An",D01.149.09,"Tòa án nhân dân khu vực 9 - Tây Ninh","Tỉnh Long An"
D01.65.01,"Tòa án nhân dân thành phố Nam Định, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.07,"Tòa án nhân dân khu vực 7 - Ninh Bình","Tỉnh Nam Định"
D01.65.02,"Tòa án nhân dân huyện Giao Thủy, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.10,"Tòa án nhân dân khu vực 10 - Ninh Bình","Tỉnh Nam Định"
D01.65.03,"Tòa án nhân dân huyện Hải Hậu, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.11,"Tòa án nhân dân khu vực 11 - Ninh Bình","Tỉnh Nam Định"
D01.65.05,"Tòa án nhân dân huyện Nam Trực, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.09,"Tòa án nhân dân khu vực 9 - Ninh Bình","Tỉnh Nam Định"
D01.65.06,"Tòa án nhân dân huyện Nghĩa Hưng, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.11,"Tòa án nhân dân khu vực 11 - Ninh Bình","Tỉnh Nam Định"
D01.65.07,"Tòa án nhân dân huyện Trực Ninh, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.09,"Tòa án nhân dân khu vực 9 - Ninh Bình","Tỉnh Nam Định"
D01.65.08,"Tòa án nhân dân huyện Vụ Bản, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.08,"Tòa án nhân dân khu vực 8 - Ninh Bình","Tỉnh Nam Định"
D01.65.09,"Tòa án nhân dân huyện Xuân Trường, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.10,"Tòa án nhân dân khu vực 10 - Ninh Bình","Tỉnh Nam Định"
D01.65.10,"Tòa án nhân dân huyện Ý Yên, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.08,"Tòa án nhân dân khu vực 8 - Ninh Bình","Tỉnh Nam Định"
D01.66.01,"Tòa án nhân dân thành phố Vinh, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.01,"Tòa án nhân dân khu vực 1 - Nghệ An","Tỉnh Nghệ An"
D01.66.03,"Tòa án nhân dân thị xã Hoàng Mai, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.04,"Tòa án nhân dân khu vực 4 - Nghệ An ","Tỉnh Nghệ An"
D01.66.04,"Tòa án nhân dân thị xã Thái Hòa, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.08,"Tòa án nhân dân khu vực 8 - Nghệ An","Tỉnh Nghệ An"
D01.66.05,"Tòa án nhân dân huyện Anh Sơn, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.09,"Tòa án nhân dân khu vực 9 - Nghệ An","Tỉnh Nghệ An"
D01.66.06,"Tòa án nhân dân huyện Con Cuông, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.09,"Tòa án nhân dân khu vực 9 - Nghệ An","Tỉnh Nghệ An"
D01.66.07,"Tòa án nhân dân huyện Diễn Châu, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.03,"Tòa án nhân dân khu vực 3 - Nghệ An","Tỉnh Nghệ An"
D01.66.08,"Tòa án nhân dân huyện Đô Lương, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.07,"Tòa án nhân dân khu vực 7 - Nghệ An","Tỉnh Nghệ An"
D01.66.09,"Tòa án nhân dân huyện Hưng Nguyên, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.02,"Tòa án nhân dân khu vực 2 - Nghệ An","Tỉnh Nghệ An"
D01.66.10,"Tòa án nhân dân huyện Kỳ Sơn, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.12,"Tòa án nhân dân khu vực 12 - Nghệ An","Tỉnh Nghệ An"
D01.66.11,"Tòa án nhân dân huyện Nam Đàn, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.05,"Tòa án nhân dân khu vực 5 - Nghệ An","Tỉnh Nghệ An"
D01.66.12,"Tòa án nhân dân huyện Nghi Lộc, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.02,"Tòa án nhân dân khu vực 2 - Nghệ An","Tỉnh Nghệ An"
D01.66.13,"Tòa án nhân dân huyện Nghĩa Đàn, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.08,"Tòa án nhân dân khu vực 8 - Nghệ An","Tỉnh Nghệ An"
D01.66.14,"Tòa án nhân dân huyện Quế Phong, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.10,"Tòa án nhân dân khu vực 10 - Nghệ An","Tỉnh Nghệ An"
D01.66.15,"Tòa án nhân dân huyện Quỳ Châu, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.10,"Tòa án nhân dân khu vực 10 - Nghệ An","Tỉnh Nghệ An"
D01.66.16,"Tòa án nhân dân huyện Quỳ Hợp, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.10,"Tòa án nhân dân khu vực 10 - Nghệ An","Tỉnh Nghệ An"
D01.66.17,"Tòa án nhân dân huyện Quỳnh Lưu, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.04,"Tòa án nhân dân khu vực 4 - Nghệ An ","Tỉnh Nghệ An"
D01.66.18,"Tòa án nhân dân huyện Tân Kỳ, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.07,"Tòa án nhân dân khu vực 7 - Nghệ An","Tỉnh Nghệ An"
D01.66.19,"Tòa án nhân dân huyện Thanh Chương, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.05,"Tòa án nhân dân khu vực 5 - Nghệ An","Tỉnh Nghệ An"
D01.66.20,"Tòa án nhân dân huyện Tương Dương, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.11,"Tòa án nhân dân khu vực 11 - Nghệ An","Tỉnh Nghệ An"
D01.66.21,"Tòa án nhân dân huyện Yên Thành, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.06,"Tòa án nhân dân khu vực 6 - Nghệ An","Tỉnh Nghệ An"
D01.67.01,"Tòa án nhân dân thành phố Ninh Bình, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.01,"Tòa án nhân dân khu vực 1 - Ninh Bình","Tỉnh Ninh Bình"
D01.67.02,"Tòa án nhân dân thành phố Tam Điệp, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.02,"Tòa án nhân dân khu vực 2 - Ninh Bình","Tỉnh Ninh Bình"
D01.67.03,"Tòa án nhân dân huyện Gia Viễn, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.03,"Tòa án nhân dân khu vực 3 - Ninh Bình","Tỉnh Ninh Bình"
D01.67.04,"Tòa án nhân dân huyện Hoa Lư, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.01,"Tòa án nhân dân khu vực 1 - Ninh Bình","Tỉnh Ninh Bình"
D01.67.05,"Tòa án nhân dân huyện Kim Sơn, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.04,"Tòa án nhân dân khu vực 4 - Ninh Bình ","Tỉnh Ninh Bình"
D01.67.06,"Tòa án nhân dân huyện Nho Quan, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.03,"Tòa án nhân dân khu vực 3 - Ninh Bình","Tỉnh Ninh Bình"
D01.67.07,"Tòa án nhân dân huyện Yên Khánh, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.04,"Tòa án nhân dân khu vực 4 - Ninh Bình ","Tỉnh Ninh Bình"
D01.67.08,"Tòa án nhân dân huyện Yên Mô, tỉnh Ninh Bình",OLD,D01.67,"Tòa án nhân dân tỉnh Ninh Bình",D01.143.02,"Tòa án nhân dân khu vực 2 - Ninh Bình","Tỉnh Ninh Bình"
D01.68.01,"Tòa án nhân dân thành phố Phan Rang-Tháp Chàm, tỉnh Ninh Thuận",OLD,D01.68,"Tòa án nhân dân tỉnh Ninh Thuận",D01.137.05,"Tòa án nhân dân khu vực 5 - Khánh Hòa","Tỉnh Ninh Thuận"
D01.68.02,"Tòa án nhân dân huyện Bác ái, tỉnh Ninh Thuận",OLD,D01.68,"Tòa án nhân dân tỉnh Ninh Thuận",D01.137.07,"Tòa án nhân dân khu vực 7 - Khánh Hòa","Tỉnh Ninh Thuận"
D01.68.03,"Tòa án nhân dân huyện Ninh Hải, tỉnh Ninh Thuận",OLD,D01.68,"Tòa án nhân dân tỉnh Ninh Thuận",D01.137.06,"Tòa án nhân dân khu vực 6 - Khánh Hòa","Tỉnh Ninh Thuận"
D01.68.04,"Tòa án nhân dân huyện Ninh Phước, tỉnh Ninh Thuận",OLD,D01.68,"Tòa án nhân dân tỉnh Ninh Thuận",D01.137.08,"Tòa án nhân dân khu vực 8 - Khánh Hòa","Tỉnh Ninh Thuận"
D01.68.05,"Tòa án nhân dân huyện Ninh Sơn, tỉnh Ninh Thuận",OLD,D01.68,"Tòa án nhân dân tỉnh Ninh Thuận",D01.137.07,"Tòa án nhân dân khu vực 7 - Khánh Hòa","Tỉnh Ninh Thuận"
D01.68.06,"Tòa án nhân dân huyện Thuận Bắc, tỉnh Ninh Thuận",OLD,D01.68,"Tòa án nhân dân tỉnh Ninh Thuận",D01.137.06,"Tòa án nhân dân khu vực 6 - Khánh Hòa","Tỉnh Ninh Thuận"
D01.68.07,"Tòa án nhân dân huyện Thuận Nam, tỉnh Ninh Thuận",OLD,D01.68,"Tòa án nhân dân tỉnh Ninh Thuận",D01.137.08,"Tòa án nhân dân khu vực 8 - Khánh Hòa","Tỉnh Ninh Thuận"
D01.69.01,"Tòa án nhân dân thành phố Việt Trì, tỉnh Phú Thọ",OLD,D01.69,"Tòa án nhân dân tỉnh Phú Thọ",D01.144.01,"Tòa án nhân dân khu vực 1 - Phú Thọ","Tỉnh Phú Thọ"
